keyword,bucket,volume,cpc_usd,competition,intent,kd,sources
betting odds on football,E sport-specific,2400,4.89,LOW,commercial,62,sugg
football accumulator,D acca/bet builder,2400,35.88,LOW,transactional,9,sugg
footy accumulator,D acca/bet builder,2400,35.88,LOW,informational,14,sugg
accumulator football,D acca/bet builder,2400,35.88,LOW,informational,9,sugg
euromillions millionaire maker code,G other,2400,0.8799999952316284,LOW,informational,6,comp:bet442.co.uk
how does the postcode lottery work,casino (exclude),2400,0.9100000262260437,LOW,informational,4,comp:bet442.co.uk
how long are ice hockey games,G other,2400,,LOW,informational,7,comp:bet442.co.uk
how long do ice hockey games last,G other,2400,,LOW,informational,6,comp:bet442.co.uk
how long does a hockey match last,G other,2400,,LOW,informational,8,comp:bet442.co.uk
how long does ice hockey game last,G other,2400,,LOW,informational,1,comp:bet442.co.uk
how long ice hockey game,G other,2400,,LOW,informational,1,comp:bet442.co.uk
how long is a furlong,G other,2400,,LOW,informational,0,comp:bet442.co.uk
how long is a game of hockey,G other,2400,,LOW,informational,9,comp:bet442.co.uk
how long is a game of ice hockey,G other,2400,,LOW,informational,3,comp:bet442.co.uk
how long is a hockey game last,G other,2400,,LOW,informational,0,comp:bet442.co.uk
how many furlongs is a mile,G other,2400,,LOW,informational,3,comp:bet442.co.uk
lottery drawing time,casino (exclude),2400,3.490000009536743,LOW,informational,11,comp:bet442.co.uk
lucky dip,G other,2400,9.039999961853027,LOW,commercial,1,comp:bet442.co.uk
lucky dips,G other,2400,9.039999961853027,LOW,transactional,1,comp:bet442.co.uk
online scratch card,casino (exclude),2400,30.739999771118164,MEDIUM,transactional,15,comp:bet442.co.uk
online scratch cards,casino (exclude),2400,32.529998779296875,MEDIUM,transactional,6,comp:bet442.co.uk
postcode lottery chances of winning,casino (exclude),2400,1.559999942779541,LOW,informational,5,comp:bet442.co.uk
scratch cards online,casino (exclude),2400,32.529998779296875,MEDIUM,transactional,11,comp:bet442.co.uk
scratchcard online,casino (exclude),2400,30.739999771118164,MEDIUM,transactional,0,comp:bet442.co.uk
set for life prizes,G other,2400,,LOW,informational,2,comp:bet442.co.uk
casino game online,casino (exclude),2400,65.48999786376953,MEDIUM,transactional,55,comp:betgoodwin.co.uk
latest uk casinos,casino (exclude),2400,36.630001068115234,MEDIUM,commercial,66,comp:betgoodwin.co.uk
online blackjack,casino (exclude),2400,95.73999786376953,MEDIUM,commercial,45,comp:betgoodwin.co.uk
snooker odds checker,E sport-specific,2400,,LOW,informational,18,comp:betgoodwin.co.uk
next manager to be sacked,G other,2400,,LOW,informational,0,comp:midnite.com
next manager to.be sacked,G other,2400,,LOW,informational,0,comp:midnite.com
next manager.to be sacked,G other,2400,,LOW,informational,0,comp:midnite.com
doubleu casino free chips,casino (exclude),1900,,LOW,transactional,9,ideas
online football betting,E sport-specific,1900,62.67,LOW,commercial,54,comp:betgoodwin.co.uk|ideas|sugg
live lotto draw for tonight time,casino (exclude),1900,1.76,LOW,informational,39,ideas
uk online slots new,casino (exclude),1900,38.82,LOW,commercial,27,comp:betgoodwin.co.uk|ideas
darts betting,E sport-specific,1900,12.35,LOW,commercial,29,ideas
new uk bookies,F generic betting/sites,1900,40.5,MEDIUM,commercial,56,ideas
greyhound bet app,B betting app,1900,3.96,LOW,transactional,25,ideas
sky betting and gaming,competitor/brand,1900,14.05,LOW,commercial,45,ideas
moda in pelle uk,G other,1900,0.56,HIGH,commercial,0,ideas
greyhoundbet app,B betting app,1900,3.96,LOW,transactional,18,comp:betgoodwin.co.uk|ideas
best bets today,G other,1900,23.34,LOW,commercial,48,ideas
new casinos uk,casino (exclude),1900,38.5,MEDIUM,commercial,55,ideas
lottery results uk today,casino (exclude),1900,1.01,LOW,informational,29,ideas
lotto results for today,casino (exclude),1900,0.45,LOW,informational,30,ideas
5 free spins,casino (exclude),1900,9.18,LOW,commercial,0,ideas
horse betting online,E sport-specific,1900,57.74,LOW,commercial,65,ideas
odds of winning postcode lottery,casino (exclude),1900,2.24,LOW,informational,0,comp:bet442.co.uk|ideas
free bingo games,casino (exclude),1900,9.51,LOW,informational,36,ideas
no casino deposit,casino (exclude),1900,8.1,MEDIUM,commercial,36,ideas
odds of winning uk lottery,casino (exclude),1900,7.53,LOW,informational,10,ideas
games free casino,casino (exclude),1900,17.37,MEDIUM,informational,55,ideas
casino welcome offers,casino (exclude),1900,48.26,MEDIUM,commercial,40,ideas
greyhoundbet racing post,E sport-specific,1900,3.98,LOW,informational,20,ideas
euromillions uk winner,G other,1900,,LOW,informational,21,ideas
200 free spins,casino (exclude),1900,46.38,MEDIUM,commercial,3,ideas
pucci top,G other,1900,0.8,HIGH,transactional,0,ideas
thunderball lottery results today,casino (exclude),1900,0.4,LOW,informational,0,ideas
release sky football,E sport-specific,1900,,LOW,transactional,22,ideas
deposit 1 casino,casino (exclude),1900,8.84,LOW,transactional,0,ideas
each way bet,G other,1900,17.03,LOW,commercial,12,ideas
non gamstop casino uk,casino (exclude),1900,,LOW,commercial,18,ideas
coin master free spin link today new,G other,1900,4.74,LOW,informational,28,ideas
house of fun free coins,G other,1900,5.76,LOW,commercial,14,ideas
premier league app,B betting app,1900,0.71,LOW,navigational,19,ideas
betfair app,competitor/brand,1900,7.66,LOW,transactional,53,ideas
strictly betting odds,G other,1900,,LOW,commercial,0,ideas
gold cup betting,G other,1900,,LOW,commercial,8,ideas
football simulator,E sport-specific,1900,3.58,LOW,transactional,7,ideas
coin master free spins daily,casino (exclude),1900,,LOW,informational,39,ideas
casino sign up offers,casino (exclude),1900,62.59,MEDIUM,commercial,40,ideas
last night lottery numbers uk,casino (exclude),1900,0.52,LOW,informational,29,ideas
bet of the day,G other,1900,6.93,LOW,commercial,33,ideas
football manager games,E sport-specific,1900,1.24,LOW,informational,23,ideas
gambling sites free spins,casino (exclude),1900,52.84,MEDIUM,commercial,47,ideas
free spins deposit £10,casino (exclude),1900,32.45,MEDIUM,transactional,17,ideas
gold cash free spins demo,casino (exclude),1900,7.2,LOW,commercial,0,ideas
betfair betting,competitor/brand,1900,7.18,LOW,commercial,44,ideas
snooker betting,E sport-specific,1900,6.86,LOW,commercial,9,comp:betgoodwin.co.uk|ideas
wheel of fortune uk,G other,1900,,LOW,informational,8,ideas
coin master free spins link today new,casino (exclude),1900,4.74,LOW,informational,28,ideas
horse racing betting sites,E sport-specific,1900,63.87,LOW,commercial,56,comp:betgoodwin.co.uk|ideas|sugg
uk lottery login,casino (exclude),1900,0.22,LOW,navigational,15,ideas
blackjack free,casino (exclude),1900,6.28,LOW,informational,31,ideas
no deposit casino,casino (exclude),1900,8.1,MEDIUM,commercial,20,ideas
free cribbage,G other,1900,1.62,LOW,informational,17,ideas
888casino free spins,competitor/brand,1900,10.55,MEDIUM,commercial,0,ideas
uk sports betting sites,E sport-specific,1900,68.23,MEDIUM,commercial,44,ideas|sugg
uk wheel of fortune,G other,1900,,LOW,informational,5,ideas
blackjack online free,casino (exclude),1900,7.31,LOW,informational,39,ideas
free online poker,casino (exclude),1900,6.18,LOW,informational,58,ideas
monopoly go free spins,casino (exclude),1900,11.37,LOW,transactional,24,ideas
live casino uk,casino (exclude),1900,60.52,LOW,commercial,41,comp:betgoodwin.co.uk|ideas
live casino online,casino (exclude),1900,80.04,LOW,transactional,42,comp:betgoodwin.co.uk|ideas
tombola bingo login uk,casino (exclude),1900,0.61,LOW,navigational,24,ideas
amazon slots uk,casino (exclude),1900,11.62,MEDIUM,commercial,7,ideas
new slot sites,casino (exclude),1900,49.13,MEDIUM,commercial,45,comp:betgoodwin.co.uk|ideas
coin master free spin daily,G other,1900,,LOW,informational,28,ideas
deposit 10 get free spins,casino (exclude),1900,30.62,MEDIUM,transactional,18,ideas
lottery today,casino (exclude),1900,2.02,LOW,informational,41,ideas
poker odds calculator,casino (exclude),1900,2.11,LOW,informational,10,ideas
888 casino login uk,competitor/brand,1900,6.27,LOW,navigational,67,ideas
the national lotto app,casino (exclude),1900,0.79,LOW,navigational,,ideas
dash bet,G other,1900,2.48,MEDIUM,informational,0,ideas
best betting app uk,B betting app,1900,73.23,MEDIUM,commercial,27,sugg
best uk betting app,B betting app,1900,73.23,MEDIUM,commercial,27,sugg
sports betting sites uk,E sport-specific,1900,68.23,MEDIUM,commercial,67,comp:betgoodwin.co.uk|sugg
betting sites for horse racing,E sport-specific,1900,63.87,LOW,commercial,56,sugg
sports betting uk sites,E sport-specific,1900,68.23,MEDIUM,commercial,44,sugg
horse race betting sites,E sport-specific,1900,63.87,LOW,commercial,56,sugg
british sports betting sites,E sport-specific,1900,68.23,MEDIUM,commercial,44,sugg
betting sites horse racing,E sport-specific,1900,63.87,LOW,commercial,56,sugg
betting sites horses,E sport-specific,1900,63.87,LOW,commercial,37,sugg
uk sport betting sites,E sport-specific,1900,68.23,MEDIUM,commercial,44,sugg
betting sites free spins,casino (exclude),1900,52.84,MEDIUM,commercial,38,sugg
horse betting sites,E sport-specific,1900,63.87,LOW,commercial,44,comp:betgoodwin.co.uk|sugg
uk betting sites sports,E sport-specific,1900,68.23,MEDIUM,commercial,44,sugg
english sports betting sites,E sport-specific,1900,68.23,MEDIUM,commercial,44,sugg
betting sites with free spins,casino (exclude),1900,52.84,MEDIUM,commercial,22,sugg
free bets and tips,informational (exclude),1900,13.11,LOW,commercial,78,sugg
free bets tips,informational (exclude),1900,13.11,LOW,commercial,56,sugg
betting on football online,E sport-specific,1900,62.67,LOW,commercial,72,sugg
betting online football,E sport-specific,1900,62.67,LOW,commercial,72,sugg
olbg football betting tips,informational (exclude),1900,4.1,LOW,commercial,0,sugg
football betting tips olbg,informational (exclude),1900,4.1,LOW,commercial,0,sugg
football betting online,E sport-specific,1900,62.67,LOW,commercial,52,comp:betgoodwin.co.uk|sugg
online betting football,E sport-specific,1900,62.67,LOW,commercial,72,sugg
online betting for football,E sport-specific,1900,62.67,LOW,commercial,72,sugg
football online betting,E sport-specific,1900,62.67,LOW,commercial,72,sugg
betting football online,E sport-specific,1900,62.67,LOW,commercial,72,sugg
online betting on football,E sport-specific,1900,62.67,LOW,commercial,72,sugg
betting sport,E sport-specific,1900,57.56999969482422,LOW,commercial,77,comp:bet442.co.uk|comp:betgoodwin.co.uk
btts mean,G other,1900,5.489999771118164,LOW,informational,0,comp:bet442.co.uk
btts meaning,informational (exclude),1900,5.489999771118164,LOW,informational,0,comp:bet442.co.uk
chances of winning postcode lottery,casino (exclude),1900,2.240000009536743,LOW,informational,0,comp:bet442.co.uk
euro millions how many numbers,G other,1900,2.380000114440918,LOW,informational,17,comp:bet442.co.uk
how does postcode lottery work,casino (exclude),1900,1.1399999856948853,LOW,informational,4,comp:bet442.co.uk
how often has my postcode won postcode lottery,casino (exclude),1900,,LOW,informational,19,comp:bet442.co.uk
jackpot king,G other,1900,35.38999938964844,LOW,transactional,0,comp:bet442.co.uk
national lottery bonus ball,casino (exclude),1900,0.7200000286102295,LOW,informational,23,comp:bet442.co.uk
online gambling football,E sport-specific,1900,62.66999816894531,LOW,commercial,50,comp:bet442.co.uk
postcode lottery 10 winners,casino (exclude),1900,6.550000190734863,LOW,informational,15,comp:bet442.co.uk
postcode lottery £10 winners,casino (exclude),1900,,LOW,informational,15,comp:bet442.co.uk
best slots,casino (exclude),1900,73.31999969482422,MEDIUM,commercial,37,comp:betgoodwin.co.uk
bet for boxing,E sport-specific,1900,24.65999984741211,LOW,commercial,34,comp:betgoodwin.co.uk
bet horse racing online,E sport-specific,1900,67.95999908447266,LOW,transactional,55,comp:betgoodwin.co.uk
bet on uk politics,G other,1900,9.890000343322754,LOW,commercial,7,comp:betgoodwin.co.uk
betting and sports,E sport-specific,1900,51.54999923706055,LOW,commercial,52,comp:betgoodwin.co.uk
betting sports,E sport-specific,1900,51.54999923706055,LOW,commercial,64,comp:betgoodwin.co.uk
casino britain,casino (exclude),1900,32.38999938964844,LOW,navigational,82,comp:betgoodwin.co.uk
fa cup betting,G other,1900,1.5899999141693115,LOW,commercial,20,comp:betgoodwin.co.uk
gambling site,G other,1900,73.0199966430664,MEDIUM,commercial,91,comp:betgoodwin.co.uk
horse betting website,E sport-specific,1900,67.95999908447266,LOW,commercial,55,comp:betgoodwin.co.uk
horse racing betting websites,E sport-specific,1900,63.869998931884766,LOW,commercial,41,comp:betgoodwin.co.uk
horse racing odds today,informational (exclude),1900,2.2899999618530273,LOW,informational,55,comp:betgoodwin.co.uk
live casinos uk,casino (exclude),1900,60.52000045776367,LOW,commercial,55,comp:betgoodwin.co.uk
new bookies uk,F generic betting/sites,1900,40.5,MEDIUM,commercial,60,comp:betgoodwin.co.uk
new casino slot,casino (exclude),1900,58.29999923706055,LOW,transactional,17,comp:betgoodwin.co.uk
new casino slots,casino (exclude),1900,46.400001525878906,LOW,commercial,55,comp:betgoodwin.co.uk
new slot game,casino (exclude),1900,46.400001525878906,LOW,transactional,11,comp:betgoodwin.co.uk
new slots,casino (exclude),1900,58.29999923706055,LOW,informational,18,comp:betgoodwin.co.uk
new slots online uk,casino (exclude),1900,38.81999969482422,LOW,commercial,32,comp:betgoodwin.co.uk
new uk bookmakers,F generic betting/sites,1900,37.83000183105469,MEDIUM,commercial,74,comp:betgoodwin.co.uk
new uk slots online,casino (exclude),1900,38.81999969482422,LOW,commercial,32,comp:betgoodwin.co.uk
online bet horse racing,E sport-specific,1900,57.7400016784668,LOW,commercial,54,comp:betgoodwin.co.uk
online betting horse,E sport-specific,1900,67.95999908447266,LOW,commercial,48,comp:betgoodwin.co.uk
online slots uk new,casino (exclude),1900,38.81999969482422,LOW,commercial,16,comp:betgoodwin.co.uk
political odds checker,G other,1900,,LOW,informational,12,comp:betgoodwin.co.uk
racing bet,E sport-specific,1900,28.389999389648438,LOW,commercial,65,comp:betgoodwin.co.uk
racing bets,E sport-specific,1900,37.79999923706055,LOW,commercial,73,comp:betgoodwin.co.uk
racing betting,E sport-specific,1900,37.79999923706055,LOW,commercial,55,comp:betgoodwin.co.uk
slots new,casino (exclude),1900,46.400001525878906,LOW,informational,23,comp:betgoodwin.co.uk
sports betting websites uk,E sport-specific,1900,68.2300033569336,MEDIUM,commercial,74,comp:betgoodwin.co.uk
tennis odds wimbledon,E sport-specific,1900,5.119999885559082,LOW,informational,16,comp:betgoodwin.co.uk
uk sports betting websites,E sport-specific,1900,67.56999969482422,MEDIUM,commercial,73,comp:betgoodwin.co.uk
correct score prediction,informational (exclude),1900,2.690000057220459,LOW,informational,11,comp:midnite.com
midnite slots,competitor/brand,1900,13.819999694824219,MEDIUM,informational,4,comp:midnite.com
jackpotjoy login uk,G other,1600,2.13,LOW,navigational,18,ideas
uk casinos not on gamstop,casino (exclude),1600,,LOW,commercial,90,ideas
sky bet new customer offer,competitor/brand,1600,19.77,MEDIUM,commercial,4,ideas
william hill poker,competitor/brand,1600,7.23,LOW,informational,2,ideas
bet settler,G other,1600,8.88,LOW,informational,13,ideas
online casino no deposit bonus,casino (exclude),1600,19.85,MEDIUM,commercial,20,ideas
betfred live chat,competitor/brand,1600,2.84,LOW,navigational,14,ideas
